Title,Sumary,Sumary Length,Sections Length,Text Length,Word Count,Language Count,Pageviews
Suwannee County Airport,Suwannee County Airport (FAA LID: 24J) is a public-use airport located two nautical miles (3.7 km) w,640,3,893,146,5,"{'2023-10-24': 4, '2023-10-25': 1, '2023-10-26': 5, '2023-10-27': 2, '2023-10-28': 5, '2023-10-29': 2, '2023-10-30': 2, '2023-10-31': 2, '2023-11-01': 1, '2023-11-02': 1, '2023-11-03': 4, '2023-11-04': 6, '2023-11-05': 3, '2023-11-06': 1, '2023-11-07': 1, '2023-11-08': 2, '2023-11-09': 4, '2023-11-10': 2, '2023-11-11': 0, '2023-11-12': 2, '2023-11-13': 3, '2023-11-14': 2, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 5, '2023-11-18': 1, '2023-11-19': 2, '2023-11-20': 1, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 2, '2023-11-24': 0, '2023-11-25': 1, '2023-11-26': 1, '2023-11-27': 1, '2023-11-28': 1, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 3, '2023-12-02': 0, '2023-12-03': 2, '2023-12-04': 2, '2023-12-05': 0, '2023-12-06': 1, '2023-12-07': 4, '2023-12-08': 0, '2023-12-09': 2, '2023-12-10': 0, '2023-12-11': 3, '2023-12-12': 1, '2023-12-13': 12, '2023-12-14': 2, '2023-12-15': 1, '2023-12-16': 4, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 2, '2023-12-20': 5, '2023-12-21': 0, '2023-12-22': 1}"
Escape from Alcatraz,Escape from Alcatraz refers to events surrounding real or fictional escape attempts from a former pr,185,3,849,133,5,"{'2023-10-24': 10, '2023-10-25': 9, '2023-10-26': 11, '2023-10-27': 10, '2023-10-28': 4, '2023-10-29': 7, '2023-10-30': 5, '2023-10-31': 5, '2023-11-01': 1, '2023-11-02': 6, '2023-11-03': 22, '2023-11-04': 11, '2023-11-05': 8, '2023-11-06': 5, '2023-11-07': 12, '2023-11-08': 4, '2023-11-09': 7, '2023-11-10': 3, '2023-11-11': 4, '2023-11-12': 3, '2023-11-13': 9, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 5, '2023-11-18': 1, '2023-11-19': 9, '2023-11-20': 2, '2023-11-21': 2, '2023-11-22': 6, '2023-11-23': 5, '2023-11-24': 4, '2023-11-25': 5, '2023-11-26': 3, '2023-11-27': 1, '2023-11-28': 4, '2023-11-29': 3, '2023-11-30': 7, '2023-12-01': 2, '2023-12-02': 3, '2023-12-03': 113, '2023-12-04': 4, '2023-12-05': 5, '2023-12-06': 0, '2023-12-07': 4, '2023-12-08': 3, '2023-12-09': 3, '2023-12-10': 2, '2023-12-11': 4, '2023-12-12': 4, '2023-12-13': 4, '2023-12-14': 3, '2023-12-15': 5, '2023-12-16': 3, '2023-12-17': 1, '2023-12-18': 3, '2023-12-19': 1, '2023-12-20': 1, '2023-12-21': 3, '2023-12-22': 3}"
2005 British motorcycle Grand Prix,The 2005 British motorcycle Grand Prix was the ninth round of the 2005 MotoGP Championship. It took ,323,4,883,151,12,"{'2023-10-24': 4, '2023-10-25': 4, '2023-10-26': 9, '2023-10-27': 4, '2023-10-28': 2, '2023-10-29': 2, '2023-10-30': 6, '2023-10-31': 5, '2023-11-01': 2, '2023-11-02': 2, '2023-11-03': 2, '2023-11-04': 10, '2023-11-05': 2, '2023-11-06': 2, '2023-11-07': 3, '2023-11-08': 2, '2023-11-09': 2, '2023-11-10': 6, '2023-11-11': 1, '2023-11-12': 2, '2023-11-13': 1, '2023-11-14': 6, '2023-11-15': 8, '2023-11-16': 10, '2023-11-17': 2, '2023-11-18': 6, '2023-11-19': 4, '2023-11-20': 3, '2023-11-21': 9, '2023-11-22': 7, '2023-11-23': 3, '2023-11-24': 6, '2023-11-25': 4, '2023-11-26': 8, '2023-11-27': 3, '2023-11-28': 1, '2023-11-29': 9, '2023-11-30': 5, '2023-12-01': 2, '2023-12-02': 4, '2023-12-03': 6, '2023-12-04': 5, '2023-12-05': 5, '2023-12-06': 4, '2023-12-07': 2, '2023-12-08': 0, '2023-12-09': 5, '2023-12-10': 3, '2023-12-11': 3, '2023-12-12': 3, '2023-12-13': 2, '2023-12-14': 8, '2023-12-15': 3, '2023-12-16': 6, '2023-12-17': 1, '2023-12-18': 5, '2023-12-19': 3, '2023-12-20': 11, '2023-12-21': 1, '2023-12-22': 1}"
V Rámci Oného,"V Rámci Oného is the first album by the Slovak punk rock/comedy rock band Horkýže Slíže, released in",114,3,351,55,3,"{'2023-10-24': None, '2023-10-25': 1, '2023-10-26': 0, '2023-10-27': 3, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': 1, '2023-11-01': 1, '2023-11-02': None, '2023-11-03': 1, '2023-11-04': None, '2023-11-05': 1, '2023-11-06': 0, '2023-11-07': 5, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 2, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 1, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 2, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': None, '2023-11-26': None, '2023-11-27': 1, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 3, '2023-12-01': None, '2023-12-02': 4, '2023-12-03': 2, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': None, '2023-12-09': 1, '2023-12-10': 1, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 2, '2023-12-16': 2, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': None}"
Robert Ayton,"Robert Ayton may refer to:

Robert Aytoun (1570–1638), Scottish poet
Robert Ayton (artist) (1915–198",154,0,154,22,1,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': None, '2023-10-28': None, '2023-10-29': 4, '2023-10-30': 1, '2023-10-31': None, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': None, '2023-11-06': None, '2023-11-07': 1, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': None, '2023-11-12': None, '2023-11-13': None, '2023-11-14': None, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': None, '2023-11-18': None, '2023-11-19': None, '2023-11-20': 1, '2023-11-21': None, '2023-11-22': None, '2023-11-23': None, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': None, '2023-12-03': 1, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': None, '2023-12-07': None, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': None, '2023-12-11': None, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 2, '2023-12-15': None, '2023-12-16': 0, '2023-12-17': None, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': None}"
Jubilee (solitaire),"Jubilee is the name given to two solitaire card games, both played with two decks of playing cards. ",371,4,3103,571,1,"{'2023-10-24': 1, '2023-10-25': 1, '2023-10-26': 3, '2023-10-27': None, '2023-10-28': 1, '2023-10-29': 1, '2023-10-30': 1, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': 2, '2023-11-03': 0, '2023-11-04': 4, '2023-11-05': 2, '2023-11-06': 0, '2023-11-07': 3, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 3, '2023-11-12': 1, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 1, '2023-11-18': 0, '2023-11-19': 1, '2023-11-20': 1, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 2, '2023-11-25': 1, '2023-11-26': 2, '2023-11-27': 1, '2023-11-28': 1, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 2, '2023-12-02': 2, '2023-12-03': 0, '2023-12-04': 2, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 3, '2023-12-08': 0, '2023-12-09': 3, '2023-12-10': 1, '2023-12-11': 1, '2023-12-12': 1, '2023-12-13': 4, '2023-12-14': None, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 4, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 1}"
2020 European 10 m Events Championships,"The 2020 European 10 m Events Championships were held in Wrocław, Poland, from 23 February to 1 Marc",107,4,382,55,4,"{'2023-10-24': 0, '2023-10-25': None, '2023-10-26': 2, '2023-10-27': 0, '2023-10-28': 1, '2023-10-29': 1, '2023-10-30': 1, '2023-10-31': 3, '2023-11-01': 0, '2023-11-02': 0, '2023-11-03': 1, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': None, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 1, '2023-11-13': 3, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': 0, '2023-11-21': None, '2023-11-22': 1, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': None, '2023-12-18': 0, '2023-12-19': 1, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 0}"
Jennifer Kes Remington,Jennifer Kes Remington is an American composer and filmmaker. She has done music for titles such as ,710,5,1158,187,1,"{'2023-10-24': 5, '2023-10-25': 7, '2023-10-26': 4, '2023-10-27': 3, '2023-10-28': 1, '2023-10-29': 2, '2023-10-30': 5, '2023-10-31': 1, '2023-11-01': 4, '2023-11-02': 4, '2023-11-03': 2, '2023-11-04': 2, '2023-11-05': 5, '2023-11-06': 2, '2023-11-07': 3, '2023-11-08': 2, '2023-11-09': 2, '2023-11-10': 1, '2023-11-11': 9, '2023-11-12': 2, '2023-11-13': 5, '2023-11-14': 2, '2023-11-15': 5, '2023-11-16': 3, '2023-11-17': 5, '2023-11-18': 2, '2023-11-19': 4, '2023-11-20': 8, '2023-11-21': 4, '2023-11-22': 1, '2023-11-23': 8, '2023-11-24': 3, '2023-11-25': 3, '2023-11-26': 3, '2023-11-27': 1, '2023-11-28': 4, '2023-11-29': 1, '2023-11-30': 3, '2023-12-01': 2, '2023-12-02': 2, '2023-12-03': 1, '2023-12-04': 6, '2023-12-05': 3, '2023-12-06': 5, '2023-12-07': 3, '2023-12-08': 0, '2023-12-09': 2, '2023-12-10': 5, '2023-12-11': 2, '2023-12-12': 0, '2023-12-13': 1, '2023-12-14': 1, '2023-12-15': 5, '2023-12-16': 5, '2023-12-17': 5, '2023-12-18': 2, '2023-12-19': 5, '2023-12-20': 4, '2023-12-21': None, '2023-12-22': 3}"
Abdul Bari Sarkar (politician),Abdul Bari Sarkar (Bengali: আব্দুল বারী সরদার) is a Bangladesh Nationalist Party politician and the ,140,1,267,40,2,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': None, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': None, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': None, '2023-11-06': None, '2023-11-07': 0, '2023-11-08': None, '2023-11-09': None, '2023-11-10': None, '2023-11-11': None, '2023-11-12': 1, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': None, '2023-11-21': None, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 1, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': 0, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': 0, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': None, '2023-12-12': None, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': None, '2023-12-17': None, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': None}"
"How Far Away, How Near","How Far Away, How Near (Polish: Jak daleko stąd, jak blisko) is a 1972 film directed by Tadeusz Konw",105,3,458,79,6,"{'2023-10-24': 2, '2023-10-25': 0, '2023-10-26': 1, '2023-10-27': None, '2023-10-28': 1, '2023-10-29': 0, '2023-10-30': 1, '2023-10-31': 1, '2023-11-01': 2, '2023-11-02': 0, '2023-11-03': None, '2023-11-04': 4, '2023-11-05': 7, '2023-11-06': 1, '2023-11-07': 2, '2023-11-08': 1, '2023-11-09': 0, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': 1, '2023-11-13': 0, '2023-11-14': 1, '2023-11-15': 1, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': 1, '2023-11-19': 3, '2023-11-20': 1, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 1, '2023-11-25': 2, '2023-11-26': 2, '2023-11-27': None, '2023-11-28': 1, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': 2, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 3, '2023-12-05': 2, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': 3, '2023-12-11': 1, '2023-12-12': 3, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 2, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': 2, '2023-12-21': 3, '2023-12-22': 3}"
Gabi Caschili,Gabrielle Caschili (born 14 July 2003) is a Dutch professional footballer who plays as a midfielder ,132,1,259,42,3,"{'2023-10-24': 2, '2023-10-25': None, '2023-10-26': 4, '2023-10-27': 3, '2023-10-28': 1, '2023-10-29': 2, '2023-10-30': 2, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': 6, '2023-11-03': 8, '2023-11-04': 5, '2023-11-05': 3, '2023-11-06': 7, '2023-11-07': 8, '2023-11-08': 4, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 6, '2023-11-12': 3, '2023-11-13': 3, '2023-11-14': 1, '2023-11-15': 2, '2023-11-16': 2, '2023-11-17': 4, '2023-11-18': 3, '2023-11-19': 5, '2023-11-20': 1, '2023-11-21': 5, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 5, '2023-11-25': 4, '2023-11-26': 3, '2023-11-27': 6, '2023-11-28': 3, '2023-11-29': 2, '2023-11-30': 3, '2023-12-01': 3, '2023-12-02': 2, '2023-12-03': 4, '2023-12-04': 6, '2023-12-05': 2, '2023-12-06': 2, '2023-12-07': 2, '2023-12-08': 3, '2023-12-09': 5, '2023-12-10': 3, '2023-12-11': 3, '2023-12-12': 0, '2023-12-13': 3, '2023-12-14': 1, '2023-12-15': 2, '2023-12-16': 3, '2023-12-17': 2, '2023-12-18': 1, '2023-12-19': 2, '2023-12-20': 4, '2023-12-21': 0, '2023-12-22': 2}"
Ode (London Jazz Composers' Orchestra album),Ode is an album by the London Jazz Composers' Orchestra composed by bassist Barry Guy and conducted ,333,3,2207,371,1,"{'2023-10-24': None, '2023-10-25': 2, '2023-10-26': 1, '2023-10-27': 2, '2023-10-28': 2, '2023-10-29': 2, '2023-10-30': 3, '2023-10-31': 2, '2023-11-01': 2, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': 1, '2023-11-05': 2, '2023-11-06': 3, '2023-11-07': 0, '2023-11-08': 3, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 7, '2023-11-12': 2, '2023-11-13': 3, '2023-11-14': 2, '2023-11-15': 8, '2023-11-16': 4, '2023-11-17': 1, '2023-11-18': 4, '2023-11-19': 2, '2023-11-20': 5, '2023-11-21': 1, '2023-11-22': 2, '2023-11-23': 4, '2023-11-24': 3, '2023-11-25': 1, '2023-11-26': 1, '2023-11-27': 1, '2023-11-28': 7, '2023-11-29': 3, '2023-11-30': 2, '2023-12-01': None, '2023-12-02': None, '2023-12-03': 2, '2023-12-04': 6, '2023-12-05': 2, '2023-12-06': 2, '2023-12-07': None, '2023-12-08': None, '2023-12-09': 4, '2023-12-10': 2, '2023-12-11': 1, '2023-12-12': None, '2023-12-13': 1, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 3, '2023-12-19': 1, '2023-12-20': 1, '2023-12-21': 1, '2023-12-22': 2}"
Phil Boulton,Philip Boulton (born 14 December 1986) is a retired English rugby union player who played for Champi,293,3,1462,245,1,"{'2023-10-24': 1, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 1, '2023-10-28': 1, '2023-10-29': 2, '2023-10-30': None, '2023-10-31': 1, '2023-11-01': 2, '2023-11-02': 1, '2023-11-03': 1, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 3, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': None, '2023-11-10': 1, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 1, '2023-11-14': 1, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 0, '2023-11-18': 2, '2023-11-19': 2, '2023-11-20': None, '2023-11-21': 1, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': 1, '2023-11-26': 3, '2023-11-27': 0, '2023-11-28': 1, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': 3, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': 1, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 3, '2023-12-10': 1, '2023-12-11': 1, '2023-12-12': 1, '2023-12-13': None, '2023-12-14': 1, '2023-12-15': 1, '2023-12-16': 1, '2023-12-17': 4, '2023-12-18': 2, '2023-12-19': 0, '2023-12-20': 1, '2023-12-21': 2, '2023-12-22': 1}"
Herricks High School,Herricks High School is a four-year comprehensive public high school with 1450 students accredited b,870,8,3633,550,1,"{'2023-10-24': 36, '2023-10-25': 15, '2023-10-26': 11, '2023-10-27': 23, '2023-10-28': 14, '2023-10-29': 11, '2023-10-30': 10, '2023-10-31': 16, '2023-11-01': 16, '2023-11-02': 9, '2023-11-03': 8, '2023-11-04': 10, '2023-11-05': 9, '2023-11-06': 27, '2023-11-07': 17, '2023-11-08': 21, '2023-11-09': 18, '2023-11-10': 11, '2023-11-11': 8, '2023-11-12': 12, '2023-11-13': 21, '2023-11-14': 13, '2023-11-15': 10, '2023-11-16': 13, '2023-11-17': 12, '2023-11-18': 12, '2023-11-19': 12, '2023-11-20': 7, '2023-11-21': 5, '2023-11-22': 7, '2023-11-23': 8, '2023-11-24': 23, '2023-11-25': 5, '2023-11-26': 12, '2023-11-27': 17, '2023-11-28': 13, '2023-11-29': 17, '2023-11-30': 13, '2023-12-01': 13, '2023-12-02': 19, '2023-12-03': 14, '2023-12-04': 17, '2023-12-05': 15, '2023-12-06': 16, '2023-12-07': 17, '2023-12-08': 18, '2023-12-09': 7, '2023-12-10': 11, '2023-12-11': 12, '2023-12-12': 12, '2023-12-13': 18, '2023-12-14': 15, '2023-12-15': 17, '2023-12-16': 16, '2023-12-17': 10, '2023-12-18': 28, '2023-12-19': 11, '2023-12-20': 18, '2023-12-21': 24, '2023-12-22': 9}"
Selaru,"Selaru is an island in Indonesia in the Tanimbar Islands group, Southeast Maluku. It is located sout",182,2,292,45,12,"{'2023-10-24': 4, '2023-10-25': 2, '2023-10-26': 5, '2023-10-27': 0, '2023-10-28': 5, '2023-10-29': 1, '2023-10-30': 0, '2023-10-31': 2, '2023-11-01': 2, '2023-11-02': 2, '2023-11-03': 1, '2023-11-04': 5, '2023-11-05': 2, '2023-11-06': 4, '2023-11-07': 3, '2023-11-08': 6, '2023-11-09': 1, '2023-11-10': 1, '2023-11-11': 1, '2023-11-12': 3, '2023-11-13': None, '2023-11-14': 3, '2023-11-15': 5, '2023-11-16': 2, '2023-11-17': 0, '2023-11-18': 3, '2023-11-19': 3, '2023-11-20': 2, '2023-11-21': 2, '2023-11-22': 1, '2023-11-23': 2, '2023-11-24': 1, '2023-11-25': 2, '2023-11-26': 2, '2023-11-27': 6, '2023-11-28': 2, '2023-11-29': 2, '2023-11-30': 7, '2023-12-01': 1, '2023-12-02': 4, '2023-12-03': 1, '2023-12-04': 3, '2023-12-05': 3, '2023-12-06': 1, '2023-12-07': 2, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 1, '2023-12-11': 3, '2023-12-12': 5, '2023-12-13': 5, '2023-12-14': 1, '2023-12-15': 7, '2023-12-16': 4, '2023-12-17': 1, '2023-12-18': 3, '2023-12-19': 2, '2023-12-20': 2, '2023-12-21': 6, '2023-12-22': 1}"
Barilius pakistanicus,"Barilius pakistanicus is a fish in genus Barilius of the family Cyprinidae.


== References ==",94,0,94,15,9,"{'2023-10-24': 1, '2023-10-25': 0, '2023-10-26': None, '2023-10-27': 1, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': 0, '2023-10-31': None, '2023-11-01': 1, '2023-11-02': 0, '2023-11-03': 4, '2023-11-04': 2, '2023-11-05': 0, '2023-11-06': None, '2023-11-07': 0, '2023-11-08': None, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 2, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 0, '2023-11-18': None, '2023-11-19': None, '2023-11-20': 1, '2023-11-21': None, '2023-11-22': 0, '2023-11-23': None, '2023-11-24': 2, '2023-11-25': None, '2023-11-26': None, '2023-11-27': None, '2023-11-28': 3, '2023-11-29': None, '2023-11-30': 1, '2023-12-01': 2, '2023-12-02': 1, '2023-12-03': 1, '2023-12-04': None, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': None, '2023-12-15': None, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': None, '2023-12-21': 1, '2023-12-22': None}"
War Flowers,War Flowers is a 2012 American war film written and directed by Serge Rodnunsky and starring Jason G,212,5,2289,380,1,"{'2023-10-24': 24, '2023-10-25': 15, '2023-10-26': 19, '2023-10-27': 16, '2023-10-28': 17, '2023-10-29': 31, '2023-10-30': 16, '2023-10-31': 21, '2023-11-01': 20, '2023-11-02': 16, '2023-11-03': 12, '2023-11-04': 31, '2023-11-05': 26, '2023-11-06': 18, '2023-11-07': 21, '2023-11-08': 14, '2023-11-09': 16, '2023-11-10': 8, '2023-11-11': 41, '2023-11-12': 28, '2023-11-13': 16, '2023-11-14': 19, '2023-11-15': 18, '2023-11-16': 37, '2023-11-17': 20, '2023-11-18': 19, '2023-11-19': 13, '2023-11-20': 24, '2023-11-21': 29, '2023-11-22': 21, '2023-11-23': 11, '2023-11-24': 13, '2023-11-25': 41, '2023-11-26': 26, '2023-11-27': 33, '2023-11-28': 20, '2023-11-29': 9, '2023-11-30': 19, '2023-12-01': 15, '2023-12-02': 10, '2023-12-03': 23, '2023-12-04': 19, '2023-12-05': 31, '2023-12-06': 25, '2023-12-07': 21, '2023-12-08': 13, '2023-12-09': 20, '2023-12-10': 21, '2023-12-11': 7, '2023-12-12': 15, '2023-12-13': 15, '2023-12-14': 15, '2023-12-15': 11, '2023-12-16': 25, '2023-12-17': 27, '2023-12-18': 19, '2023-12-19': 27, '2023-12-20': 8, '2023-12-21': 11, '2023-12-22': 16}"
1639 in literature,This article contains information about the literary events and publications of 1639.,85,4,3482,550,7,"{'2023-10-24': 3, '2023-10-25': 1, '2023-10-26': 1, '2023-10-27': 5, '2023-10-28': None, '2023-10-29': 3, '2023-10-30': 1, '2023-10-31': 0, '2023-11-01': 1, '2023-11-02': 2, '2023-11-03': 1, '2023-11-04': 2, '2023-11-05': 2, '2023-11-06': 1, '2023-11-07': 1, '2023-11-08': 2, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 2, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 3, '2023-11-17': 4, '2023-11-18': 0, '2023-11-19': 2, '2023-11-20': 0, '2023-11-21': 2, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 2, '2023-11-25': 1, '2023-11-26': 2, '2023-11-27': 0, '2023-11-28': 3, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': 2, '2023-12-03': 0, '2023-12-04': 3, '2023-12-05': 0, '2023-12-06': 1, '2023-12-07': 4, '2023-12-08': 0, '2023-12-09': 2, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 3, '2023-12-13': None, '2023-12-14': 1, '2023-12-15': 1, '2023-12-16': 2, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 1, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': 0}"
Phyllonotus eversoni,"Phyllonotus eversoni is a species of sea snail, a marine gastropod mollusk in the family Muricidae, ",132,4,520,80,4,"{'2023-10-24': None, '2023-10-25': 0, '2023-10-26': None, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': None, '2023-11-01': None, '2023-11-02': None, '2023-11-03': None, '2023-11-04': None, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': None, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 1, '2023-11-11': None, '2023-11-12': None, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 0, '2023-11-18': None, '2023-11-19': 0, '2023-11-20': None, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': None, '2023-11-24': 1, '2023-11-25': None, '2023-11-26': None, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': None, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': None, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': None, '2023-12-11': 2, '2023-12-12': None, '2023-12-13': 0, '2023-12-14': None, '2023-12-15': None, '2023-12-16': None, '2023-12-17': 0, '2023-12-18': None, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': None}"
